conversationId,timestamp,turnIndex,userUtterance,agentResponse,intent,intentConfidence,sentimentOverall,sentimentScore,latencyMs,ttsEnabled,bargeInDetected
conv-20260622-000001,2026-06-22T21:02:43.309Z,1,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.89,positive,0.8122490125877226,622,False,False
conv-20260622-000001,2026-06-22T21:02:55.309Z,2,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.85,neutral,0.45557426833432835,526,True,False
conv-20260622-000001,2026-06-22T21:03:03.309Z,3,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.89,positive,0.8614256546548761,879,False,False
conv-20260622-000001,2026-06-22T21:03:12.309Z,4,[MASKED],Você possui R$ 82070.00 investidos.,investimentos,0.96,positive,0.7723270052333954,2761,True,False
conv-20260622-000001,2026-06-22T21:03:15.309Z,5,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.84,negative,0.1906820604736871,1685,False,False
conv-20260622-000001,2026-06-22T21:03:23.309Z,6,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.77,neutral,0.526995657639412,1593,True,False
conv-20260622-000001,2026-06-22T21:03:32.309Z,7,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.8,positive,0.7064200487808076,2781,False,False
conv-20260622-000001,2026-06-22T21:03:36.309Z,8,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.91,neutral,0.47912638021213283,2823,False,False
conv-20260607-000002,2026-06-08T03:23:39.309Z,1,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.78,neutral,0.486953050133821,2699,False,False
conv-20260607-000002,2026-06-08T03:23:50.309Z,2,[MASKED],Processando sua solicitação sobre seguros.,seguros,0.95,negative,0.20153257639552685,2579,True,False
conv-20260607-000002,2026-06-08T03:24:05.309Z,3,[MASKED],Processando sua solicitação sobre seguros.,seguros,0.89,negative,0.19772114160578957,2709,True,False
conv-20260628-000003,2026-06-29T04:24:40.309Z,1,[MASKED],Processando sua solicitação sobre resgate.,resgate,0.93,negative,0.1402302126779392,2233,False,False
conv-20260628-000003,2026-06-29T04:24:53.309Z,2,[MASKED],Processando sua solicitação sobre limite.,limite,0.81,neutral,0.412805179265269,2294,True,False
conv-20260628-000003,2026-06-29T04:24:59.309Z,3,[MASKED],Processando sua solicitação sobre saque_exterior.,saque_exterior,0.76,positive,0.7134800656220616,1402,True,False
conv-20260628-000003,2026-06-29T04:25:03.309Z,4,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.88,positive,0.8446705131761942,1474,False,False
conv-20260628-000003,2026-06-29T04:25:13.309Z,5,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.84,positive,0.7822204552099477,1279,True,False
conv-20260628-000003,2026-06-29T04:25:26.309Z,6,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.81,neutral,0.4380417816881623,748,False,False
conv-20260628-000003,2026-06-29T04:25:31.309Z,7,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.94,positive,0.8711933784936746,2394,True,True
conv-20260628-000003,2026-06-29T04:25:35.309Z,8,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.96,neutral,0.5804885731021098,1181,True,False
conv-20260628-000003,2026-06-29T04:25:44.309Z,9,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.99,positive,0.8111536646811237,2363,False,False
conv-20260628-000003,2026-06-29T04:25:51.309Z,10,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.93,neutral,0.4114330545814966,739,False,False
conv-20260614-000004,2026-06-15T02:56:40.309Z,1,[MASKED],Processando sua solicitação sobre saque_exterior.,saque_exterior,0.81,positive,0.779157169358251,1568,False,False
conv-20260614-000004,2026-06-15T02:56:55.309Z,2,[MASKED],Você possui R$ 14104.00 investidos.,investimentos,0.77,neutral,0.4426308624534081,538,False,False
conv-20260614-000004,2026-06-15T02:57:03.309Z,3,[MASKED],Você possui R$ 58433.00 investidos.,investimentos,0.95,positive,0.8407079850174742,1500,True,False
conv-20260614-000004,2026-06-15T02:57:14.309Z,4,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.78,negative,0.12140719554188353,924,True,False
conv-20260614-000004,2026-06-15T02:57:26.309Z,5,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.87,positive,0.7502242504139789,1904,True,False
conv-20260614-000004,2026-06-15T02:57:33.309Z,6,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.99,positive,0.7323163952547773,514,False,False
conv-20260614-000004,2026-06-15T02:57:42.309Z,7,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.88,positive,0.8669190039772035,539,True,False
conv-20260614-000004,2026-06-15T02:57:45.309Z,8,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.8,neutral,0.4499059478445849,1993,True,False
conv-20260614-000004,2026-06-15T02:57:56.309Z,9,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.98,negative,0.26215434398807935,1133,False,False
conv-20260614-000004,2026-06-15T02:58:11.309Z,10,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.84,positive,0.7077449215331573,1516,False,False
conv-20260614-000005,2026-06-14T23:35:29.309Z,1,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.78,positive,0.786912751712929,1569,False,False
conv-20260614-000005,2026-06-14T23:35:40.309Z,2,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.76,neutral,0.4872115030909945,2077,True,False
conv-20260615-000006,2026-06-16T03:13:25.309Z,1,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.91,neutral,0.49299763804940283,1360,False,False
conv-20260615-000006,2026-06-16T03:13:36.309Z,2,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.91,neutral,0.5238521610724751,1195,True,False
conv-20260615-000006,2026-06-16T03:13:51.309Z,3,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.76,positive,0.7489685088156701,1771,False,False
conv-20260615-000006,2026-06-16T03:14:06.309Z,4,[MASKED],Você possui R$ 76454.00 investidos.,investimentos,0.8,neutral,0.5392708500981009,2365,False,False
conv-20260615-000006,2026-06-16T03:14:11.309Z,5,[MASKED],Seu saldo atual é R$ 14441.00.,saldo,0.94,neutral,0.5391823552816477,936,False,True
conv-20260615-000006,2026-06-16T03:14:15.309Z,6,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.99,neutral,0.5190904636938839,1046,False,False
conv-20260617-000007,2026-06-17T21:11:19.309Z,1,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.8,positive,0.7829735791796437,1447,False,False
conv-20260617-000007,2026-06-17T21:11:28.309Z,2,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.98,neutral,0.4039063913475454,1347,False,False
conv-20260617-000007,2026-06-17T21:11:36.309Z,3,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.93,neutral,0.5092264619467678,2097,True,False
conv-20260617-000007,2026-06-17T21:11:43.309Z,4,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.91,positive,0.7808633338275275,2489,True,False
conv-20260606-000008,2026-06-06T23:07:29.309Z,1,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.75,positive,0.8078838095845068,2226,False,False
conv-20260606-000008,2026-06-06T23:07:33.309Z,2,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.9,negative,0.14770898837778118,627,False,False
conv-20260606-000008,2026-06-06T23:07:45.309Z,3,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.9,neutral,0.5927469488202417,2404,True,False
conv-20260606-000008,2026-06-06T23:07:50.309Z,4,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.91,neutral,0.5916345676411792,942,False,False
conv-20260606-000008,2026-06-06T23:07:56.309Z,5,[MASKED],Você possui R$ 32830.00 investidos.,investimentos,0.77,neutral,0.5544961769902448,2925,True,False
conv-20260606-000008,2026-06-06T23:08:08.309Z,6,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.77,neutral,0.529508650811361,1922,True,False
conv-20260606-000008,2026-06-06T23:08:18.309Z,7,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.92,negative,0.18709742900153542,2275,False,False
conv-20260606-000008,2026-06-06T23:08:29.309Z,8,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.81,neutral,0.5703426320038664,2404,True,False
conv-20260607-000009,2026-06-07T22:50:37.309Z,1,[MASKED],Processando sua solicitação sobre fatura.,fatura,0.88,positive,0.7480647872248432,850,False,False
conv-20260607-000009,2026-06-07T22:50:47.309Z,2,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.92,positive,0.7612412060260177,570,False,False
conv-20260607-000009,2026-06-07T22:50:58.309Z,3,[MASKED],Processando sua solicitação sobre limite.,limite,0.83,negative,0.1907490525706357,2242,False,False
conv-20260607-000009,2026-06-07T22:51:02.309Z,4,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.79,positive,0.7432769279757212,1792,False,False
conv-20260607-000009,2026-06-07T22:51:14.309Z,5,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.82,positive,0.7721762138298773,2944,False,True
conv-20260607-000009,2026-06-07T22:51:21.309Z,6,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.9,neutral,0.5505584351582508,723,True,False
conv-20260607-000009,2026-06-07T22:51:33.309Z,7,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.98,neutral,0.45049567809859453,2422,False,False
conv-20260607-000009,2026-06-07T22:51:37.309Z,8,[MASKED],Processando sua solicitação sobre emprestimo_simulacao.,emprestimo_simulacao,0.76,positive,0.729839516894731,2514,False,True
conv-20260607-000009,2026-06-07T22:51:41.309Z,9,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.94,neutral,0.47607560522930986,2204,False,False
conv-20260607-000009,2026-06-07T22:51:53.309Z,10,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.98,neutral,0.4198467149549576,1750,True,False
conv-20260604-000010,2026-06-04T19:28:11.309Z,1,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.93,positive,0.8138414098638185,744,False,False
conv-20260604-000010,2026-06-04T19:28:21.309Z,2,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.87,negative,0.1160883703798602,2148,True,False
conv-20260604-000010,2026-06-04T19:28:35.309Z,3,[MASKED],Processando sua solicitação sobre fatura.,fatura,0.98,positive,0.8671917227812364,2972,True,False
conv-20260604-000010,2026-06-04T19:28:48.309Z,4,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.86,positive,0.8303018978867374,2860,False,False
conv-20260617-000011,2026-06-17T18:23:02.309Z,1,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.96,neutral,0.4923952689964288,2155,True,False
conv-20260617-000011,2026-06-17T18:23:10.309Z,2,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.8,neutral,0.5098439278170663,2541,False,False
conv-20260617-000011,2026-06-17T18:23:24.309Z,3,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.94,positive,0.8419565650200519,997,False,False
conv-20260617-000011,2026-06-17T18:23:35.309Z,4,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.98,positive,0.8295419377567518,881,True,False
conv-20260617-000011,2026-06-17T18:23:49.309Z,5,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.99,neutral,0.4487461812150277,2584,True,False
conv-20260617-000011,2026-06-17T18:24:01.309Z,6,[MASKED],Processando sua solicitação sobre pagamento_boleto.,pagamento_boleto,0.83,neutral,0.5575434811528588,1059,False,False
conv-20260617-000011,2026-06-17T18:24:08.309Z,7,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.96,neutral,0.4893094786086389,2904,False,False
conv-20260624-000012,2026-06-24T18:02:29.309Z,1,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.78,negative,0.2741865942698439,2654,True,False
conv-20260624-000012,2026-06-24T18:02:37.309Z,2,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.96,neutral,0.476001879504531,2128,False,False
conv-20260624-000012,2026-06-24T18:02:52.309Z,3,[MASKED],Transferência PIX realizada com sucesso.,transferencia_pix,0.9,positive,0.8841858197560594,2716,True,False
conv-20260624-000012,2026-06-24T18:03:01.309Z,4,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.97,neutral,0.40919819373544253,911,True,False
conv-20260624-000012,2026-06-24T18:03:09.309Z,5,[MASKED],Processando sua solicitação sobre emprestimo_contratacao.,emprestimo_contratacao,0.91,positive,0.7360113772302622,1096,True,False
conv-20260624-000012,2026-06-24T18:03:21.309Z,6,[MASKED],Processando sua solicitação sobre sinistro.,sinistro,0.86,negative,0.15079546788270848,2538,False,False
conv-20260624-000012,2026-06-24T18:03:36.309Z,7,[MASKED],Processando sua solicitação sobre transferencia_ted.,transferencia_ted,0.86,neutral,0.46911312488861634,1678,False,False
conv-20260624-000012,2026-06-24T18:03:45.309Z,8,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.95,neutral,0.4213306534844722,2371,False,False
conv-20260624-000012,2026-06-24T18:03:57.309Z,9,[MASKED],Processando sua solicitação sobre cartao_desbloqueio.,cartao_desbloqueio,0.82,positive,0.8131858033911399,1709,True,False
conv-20260621-000013,2026-06-22T04:35:07.309Z,1,[MASKED],Processando sua solicitação sobre aplicacao.,aplicacao,0.83,neutral,0.4831006186837555,1994,True,False
conv-20260621-000013,2026-06-22T04:35:18.309Z,2,[MASKED],Processando sua solicitação sobre limite.,limite,0.81,neutral,0.5649379625084815,2674,False,False
conv-20260629-000014,2026-06-30T06:19:01.309Z,1,[MASKED],Você possui R$ 49689.00 investidos.,investimentos,0.78,neutral,0.44676438044231664,1573,True,False
conv-20260629-000014,2026-06-30T06:19:12.309Z,2,[MASKED],Processando sua solicitação sobre fatura.,fatura,0.95,positive,0.8818775276855785,2998,False,False
conv-20260629-000014,2026-06-30T06:19:16.309Z,3,[MASKED],Processando sua solicitação sobre resgate.,resgate,0.78,negative,0.14696000648626584,685,True,False
conv-20260629-000014,2026-06-30T06:19:24.309Z,4,[MASKED],Processando sua solicitação sobre previdencia.,previdencia,0.96,neutral,0.5309843794986928,2216,False,False
conv-20260629-000014,2026-06-30T06:19:31.309Z,5,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.96,positive,0.7198709249212261,2017,False,False
conv-20260629-000014,2026-06-30T06:19:44.309Z,6,[MASKED],Processando sua solicitação sobre limite.,limite,0.98,positive,0.8648382163863143,748,True,False
conv-20260629-000014,2026-06-30T06:19:57.309Z,7,[MASKED],Processando sua solicitação sobre cambio.,cambio,0.99,positive,0.8573956199952633,587,True,True
conv-20260629-000014,2026-06-30T06:20:09.309Z,8,[MASKED],Processando sua solicitação sobre cotacao_seguro.,cotacao_seguro,0.75,positive,0.8716812252760353,1454,True,False
conv-20260629-000014,2026-06-30T06:20:20.309Z,9,[MASKED],Cartão bloqueado por segurança.,cartao_bloqueio,0.75,positive,0.8579969328469508,1214,True,False
conv-20260603-000015,2026-06-04T01:48:32.309Z,1,[MASKED],Consultando seu extrato dos últimos 30 dias.,extrato,0.9,positive,0.7131364466640229,2316,False,False
